"n1","n2","power","cost_used"
495,458,0.800312283663962,1448
496,457,0.800324013569474,1449
497,456,0.800332274686426,1450
498,455,0.800337004228714,1451
499,454,0.800338231397185,1452
500,453,0.800335954110301,1453
501,452,0.800330170128818,1454
502,451,0.800320877058443,1455
503,450,0.800308072347873,1456
504,449,0.800291753162071,1457
505,448,0.800271916542099,1458
506,447,0.800248559874915,1459
507,446,0.800221685237837,1460
508,445,0.800191284072298,1461
509,444,0.80015735287537,1462
510,443,0.800119887984247,1463
511,442,0.80007888557547,1464
512,441,0.800034341664868,1465
513,441,0.800423684482767,1467
514,440,0.800374043858491,1468
515,439,0.800320861186549,1469
516,438,0.800264216471137,1470
517,437,0.800203774949899,1471
518,436,0.800139952658089,1472
519,435,0.800072564063389,1473
520,434,0.800001613901126,1474
521,434,0.800378923664341,1476
522,433,0.800302913316474,1477
523,432,0.800223333681414,1478
524,431,0.800140179008842,1479
525,430,0.80005344338322,1480
526,430,0.800423532520933,1482
527,429,0.800331757799147,1483
528,428,0.800236396950271,1484
529,427,0.800137443504325,1485
530,426,0.80003489082499,1486
531,426,0.800397941292481,1488
532,425,0.800290366119697,1489
533,424,0.800179185717156,1490
534,423,0.800064393486384,1491
535,423,0.800421971260097,1493
536,422,0.800302170887564,1494
537,421,0.800178749101921,1495
538,420,0.800051698303336,1496
539,420,0.800403911486288,1498
540,419,0.800271861971798,1499
541,418,0.800136173956918,1500
542,418,0.800484471014241,1502
543,417,0.80034379413388,1503
544,416,0.800199214464326,1504
545,415,0.80005122351106,1505
546,415,0.800394337206601,1507
547,414,0.800241363403897,1508
548,413,0.800084720368683,1509
549,413,0.80042405294515,1511
550,412,0.800262433494103,1512
551,411,0.800097131868445,1513
552,411,0.800432738939349,1515
553,410,0.800262466169285,1516
554,409,0.800088497549636,1517
555,409,0.800420433778671,1519
556,408,0.800241497953202,1520
557,407,0.800058851660384,1521
558,407,0.800387170610128,1523
559,406,0.800199559721657,1524
560,405,0.800008222803514,1525
561,405,0.800332976954636,1527
562,404,0.800136676726358,1528
563,404,0.800459132369278,1530
564,403,0.80025787472854,1531
565,402,0.800052868614604,1532
566,402,0.800371844601522,1534
567,401,0.800161880261454,1535
568,401,0.800478613392185,1537
569,400,0.800263695483435,1538
570,399,0.800045004311558,1539
571,399,0.800358340127098,1541
572,398,0.800134692484728,1542
573,398,0.800445839308636,1544
574,397,0.800217238622864,1545
575,397,0.800526217417247,1547
576,396,0.80029266665918,1548
577,395,0.800055307617136,1549
578,395,0.800361000214839,1551
579,394,0.800118686163426,1552
580,394,0.800422262243267,1554
581,393,0.800174994255231,1555
582,393,0.800476473854552,1557
583,392,0.800224253235119,1558
584,392,0.800523656137495,1560
585,391,0.800266483744442,1561
586,390,0.800005454181918,1562
587,390,0.800301705731831,1564
588,389,0.800035509998234,1565
589,389,0.800329731517398,1567
590,388,0.800058774406229,1568
591,388,0.800350986672381,1570
592,387,0.800075067353451,1571
593,387,0.800365311099268,1573
594,386,0.800084428056824,1574
595,386,0.800372677464836,1576
596,385,0.800086829267849,1577
597,385,0.800373124724474,1579
598,384,0.800082309355558,1580
599,384,0.800366668862893,1582
600,383,0.800070883882765,1583
601,383,0.800353325218365,1585
602,382,0.800052567764005,1586
603,382,0.800333108483025,1588
604,381,0.800027375266223,1589
605,381,0.800306032702797,1591
606,381,0.800583826721159,1593
607,380,0.80027211127681,1594
608,380,0.800548047543022,1596
609,379,0.800231344700186,1597
610,379,0.800505439739108,1599
611,378,0.800183768616254,1600
612,378,0.80045603930819,1602
613,377,0.800129383294331,1603
614,377,0.800399846016149,1605
615,376,0.800068199583895,1606
616,376,0.800336870506626,1608
617,375,0.80000022771533,1609
618,375,0.800267123365065,1611
619,375,0.800533208589118,1613
620,374,0.800190617377968,1614
621,374,0.800454950643793,1616
622,373,0.800107358051351,1617
623,373,0.800369954680691,1619
624,372,0.800017353477766,1620
625,372,0.80027822877715,1622
626,372,0.800538319646585,1624
627,371,0.800179780411195,1625
628,371,0.800438172583193,1627
629,370,0.800074631718763,1628
630,370,0.800331340001308,1630
631,370,0.800587281977713,1632
632,369,0.800217797365561,1633
633,369,0.800472077404243,1635
634,368,0.800097565421619,1636
635,368,0.800350197901304,1638
636,368,0.800602081703458,1640
637,367,0.800221648183783,1641
638,367,0.800471905735917,1643
639,366,0.800086432389151,1644
640,366,0.800335077632015,1646
641,366,0.800582991341347,1648
642,365,0.800191660572189,1649
643,365,0.800437984619604,1651
644,364,0.800041545424957,1652
645,364,0.800286291441482,1654
646,364,0.800530322618231,1656
647,363,0.8001279927746,1657
648,363,0.800370465514807,1659
649,363,0.800612232993825,1661
650,362,0.800203967029211,1662
651,362,0.80044419621031,1664
652,361,0.800030854514025,1665
653,361,0.80026955884283,1667
654,361,0.800507573905156,1669
655,360,0.800088320806466,1670
656,360,0.800324829805299,1672
657,360,0.800560658724709,1674
658,359,0.800135496481701,1675
659,359,0.800369838106609,1677
660,359,0.800603508692691,1679
661,358,0.800172440369888,1680
662,358,0.800404642652466,1682
663,358,0.800636182812345,1684
664,357,0.800199209272503,1685
665,357,0.800429298939066,1687
666,357,0.800658735238544,1689
667,356,0.800215856913781,1690
668,356,0.800443860615103,1692
669,356,0.800671219564888,1694
670,355,0.800222436355784,1695
671,355,0.800448380295039,1697
672,355,0.800673687960885,1699
673,354,0.800218999026028,1700
674,354,0.800442908966808,1702
675,354,0.80066619097758,1704
676,353,0.800205594740722,1705
677,353,0.800427496014808,1707
678,353,0.800648777569715,1709
679,352,0.800182271726616,1710
680,352,0.80040218924154,1712
681,352,0.800621495118308,1714
682,351,0.800149076643192,1715
683,351,0.800367034890288,1717
684,351,0.800584389452551,1719
685,350,0.800106054605289,1720
686,350,0.800322077666747,1722
687,350,0.800537504871282,1724
688,349,0.800053249204462,1725
689,349,0.800267360760728,1727
690,349,0.800480884165591,1729
691,349,0.800693515134983,1731
692,348,0.800202610270292,1732
693,348,0.80041425016645,1734
694,348,0.800625311709985,1736
695,347,0.800128482436551,1737
696,347,0.800338264380415,1739
697,347,0.800547475401602,1741
698,346,0.800044715034768,1742
699,346,0.800252661427908,1744
700,346,0.800460044212511,1746
701,346,0.800666865536777,1748
702,345,0.800157478263137,1749
703,345,0.800363054919834,1751
704,345,0.800568077812919,1753
705,344,0.800052753555376,1754
706,344,0.800256545992273,1756
707,344,0.800459791192221,1758
708,344,0.80066249122431,1760
709,343,0.800140547846452,1761
710,343,0.800342036436894,1763
711,343,0.80054298677167,1765
712,342,0.800015092896893,1766
713,342,0.800214845616624,1768
714,342,0.800414066453536,1770
715,342,0.800612755031061,1772
716,341,0.800078233257661,1773
717,341,0.800275740812249,1775
718,341,0.800472725170906,1777
719,341,0.800669175014499,1779
720,340,0.800128035498218,1780
721,340,0.800323335791657,1782
722,340,0.800518121476861,1784
723,340,0.800712394484484,1786
724,339,0.800164642741867,1787
725,339,0.800357770859162,1789
726,339,0.800550392839137,1791
727,339,0.800742510587934,1793
728,338,0.800188152365437,1794
729,338,0.800379143194053,1796
730,338,0.800569636275101,1798
731,337,0.800009295570301,1799
732,337,0.800198675074525,1801
733,337,0.800387563250754,1803
734,337,0.800575961948401,1805
735,336,0.800009025163037,1806
736,336,0.800196327781375,1808
737,336,0.800383147205929,1810
738,336,0.800569485234387,1812
739,336,0.800755343651562,1814
740,335,0.800181200767886,1815
741,335,0.800365984490032,1817
742,335,0.800550294581771,1819
743,335,0.800734132763252,1821
744,334,0.800153400293588,1822
745,334,0.800336179465675,1824
746,334,0.800518492442499,1826
747,334,0.800700340883224,1828
748,333,0.800113014587346,1829
749,333,0.800293818692773,1831
750,333,0.800474163756459,1833
751,333,0.800654051389649,1835
752,332,0.800060123394229,1836
753,332,0.800238980663729,1838
754,332,0.800417385852496,1840
755,332,0.800595341455537,1842
756,332,0.800772848446282,1844
757,331,0.800171746994753,1845
758,331,0.80034824295738,1847
759,331,0.800524295479772,1849
760,331,0.80069967765446,1851
761,330,0.800091942679552,1852
762,330,0.800266547088362,1854
763,330,0.800440714920742,1856
764,330,0.800614447722592,1858
765,329,0.800000094357421,1859
766,329,0.800172842804764,1861
767,329,0.800345161448111,1863
768,329,0.800517051805133,1865
769,329,0.800688515387477,1867
770,328,0.800066991910233,1868
771,328,0.800237488701748,1870
772,328,0.800407563846017,1872
773,328,0.800577218825789,1874
774,328,0.800746455117893,1876
775,327,0.800117769207976,1877
776,327,0.800286055492853,1879
777,327,0.800453927734526,1881
778,327,0.800621387654143,1883
779,327,0.800788436748892,1885
780,326,0.800152591929934,1886
781,326,0.80031870744299,1888
782,326,0.800484417024193,1890
783,326,0.800649722087478,1892
784,325,0.800007240219604,1893
785,325,0.800171624130158,1895
786,325,0.800335608428349,1897
787,325,0.800499194499779,1899
788,325,0.80066238372363,1901
789,324,0.800012745273473,1902
790,324,0.800175029964133,1904
791,324,0.800336922495712,1906
792,324,0.800498424220262,1908
793,324,0.800659536484535,1910
794,323,0.800002743810243,1911
795,323,0.800162966969069,1913
796,323,0.800322805249262,1915
797,323,0.800482259971098,1917
798,323,0.800641333518393,1919
799,323,0.800800026727029,1921
800,322,0.800135593038085,1922
