"n1","n2","power","cost_used"
434,326,0.800256117461096,1194
435,325,0.800063925645178,1195
436,325,0.800495491454993,1197
437,324,0.800295281142699,1198
438,323,0.800089168978954,1199
439,323,0.800514761319185,1201
440,322,0.800300349670682,1202
441,321,0.800080282517228,1203
442,321,0.800500010634591,1205
443,320,0.800271940050302,1206
444,319,0.800037915195762,1207
445,319,0.800451911874705,1209
446,318,0.800209901761905,1210
447,318,0.800620181373565,1212
448,317,0.800370219203603,1213
449,316,0.800114236199142,1214
450,316,0.800518939396189,1216
451,315,0.80025498102589,1217
452,315,0.800656090584497,1219
453,314,0.800384191635228,1220
454,313,0.800106200420659,1221
455,313,0.800501906910145,1223
456,312,0.800215916572915,1224
457,312,0.800608147053355,1226
458,311,0.800314256288976,1227
459,310,0.800014240101787,1228
460,310,0.800401225936139,1230
461,309,0.800093108128366,1231
462,309,0.800476704000059,1233
463,308,0.800160714702309,1234
464,308,0.80054097694169,1236
465,307,0.800217016922795,1237
466,307,0.800593985265165,1239
467,306,0.800262054306452,1240
468,306,0.800635767495243,1242
469,305,0.800295864379386,1243
470,305,0.800666360731974,1245
471,304,0.800318484226922,1246
472,304,0.800685801890959,1248
473,303,0.800329948773517,1249
474,303,0.800694123871494,1251
475,302,0.80033028769968,1252
476,302,0.800691356664671,1254
477,301,0.800319539647078,1255
478,301,0.800677530693165,1257
479,300,0.800297719980116,1258
480,300,0.800652683640151,1260
481,299,0.800264860330697,1261
482,299,0.80061682173946,1263
483,298,0.800220981807982,1264
484,298,0.800569979249809,1266
485,297,0.800166130312881,1267
486,297,0.800512198912306,1269
487,296,0.800100321607353,1270
488,296,0.800443490491452,1272
489,295,0.800023575698669,1273
490,295,0.800363874822622,1275
491,295,0.800702872316691,1277
492,294,0.800273397627769,1278
493,294,0.800609525313194,1280
494,293,0.800171931570826,1281
495,293,0.800505310229525,1283
496,292,0.800059687281848,1284
497,292,0.800390332918248,1286
498,292,0.800719707275675,1288
499,291,0.800264520291764,1289
500,291,0.800591204989357,1291
501,290,0.800127884539576,1292
502,290,0.800451877717859,1294
503,290,0.80077465379831,1296
504,289,0.800301984809133,1297
505,289,0.800622178970389,1299
506,288,0.800141035782055,1300
507,288,0.800458581513635,1302
508,288,0.800774913390031,1304
509,287,0.800284495980522,1305
510,287,0.800598250183154,1307
511,286,0.80009960638815,1308
512,286,0.800410851443756,1310
513,286,0.800720951161921,1312
514,285,0.800212791153697,1313
515,285,0.800520388644698,1315
516,284,0.800004031990302,1316
517,284,0.800309154487512,1318
518,284,0.800613215227773,1320
519,283,0.800087300197312,1321
520,283,0.800388881990018,1323
521,283,0.800689377421325,1325
522,282,0.800154018518645,1326
523,282,0.800452114752026,1328
524,282,0.800749130171673,1330
525,281,0.800204189349593,1331
526,281,0.800498840431043,1333
527,281,0.80079243270856,1335
528,280,0.80023796680087,1336
529,280,0.80052924520988,1338
530,280,0.800819485092993,1340
531,279,0.800255601243264,1341
532,279,0.800543584424488,1343
533,279,0.800830579590103,1345
534,278,0.80025689876085,1346
535,278,0.800541580967161,1348
536,278,0.800825256100003,1350
537,277,0.800242196386067,1351
538,277,0.800523661435789,1353
539,277,0.800804130125531,1355
540,276,0.800211555839169,1356
541,276,0.800489843409827,1358
542,276,0.800767156871841,1360
543,275,0.80016503745864,1361
544,275,0.800440203124052,1363
545,275,0.80071440476858,1365
546,274,0.800102737177476,1366
547,274,0.800374828062189,1368
548,274,0.800645976698235,1370
549,273,0.800024761515855,1371
550,273,0.800293830909117,1373
551,273,0.80056197318564,1375
552,273,0.800829192946142,1377
553,272,0.800197263474582,1378
554,272,0.800462444902752,1380
555,272,0.800726612423049,1382
556,271,0.800085084012339,1383
557,271,0.800347334761971,1385
558,271,0.800608724667878,1387
559,271,0.800869190328302,1389
560,270,0.800216975048064,1390
561,270,0.800475464599373,1392
562,270,0.800733079835758,1394
563,269,0.800071248928995,1395
564,269,0.800326920659866,1397
565,269,0.800581738009583,1399
566,269,0.800835701615822,1401
567,268,0.800163139374899,1402
568,268,0.800415260452211,1404
569,268,0.80066646954895,1406
570,268,0.800916842428371,1408
571,267,0.800233693793077,1409
572,267,0.800482064992268,1411
573,267,0.800729834802486,1413
574,266,0.800037188639436,1414
575,266,0.800282992693178,1416
576,266,0.800527982987519,1418
577,266,0.800772157669911,1420
578,265,0.800068490008418,1421
579,265,0.800310826539957,1423
580,265,0.800552423363288,1425
581,265,0.800793227805979,1427
582,264,0.800079057579244,1428
583,264,0.800318087013801,1430
584,264,0.800556336646923,1432
585,264,0.800793810296054,1434
586,263,0.800068971158772,1435
587,263,0.800304703615758,1437
588,263,0.800539672130179,1439
589,263,0.800773880141956,1441
590,262,0.800038381551366,1442
591,262,0.800270876970783,1444
592,262,0.800502623203107,1446
593,262,0.800733626814001,1448
594,262,0.800963890588576,1450
595,261,0.800216774292549,1451
596,261,0.800445369244671,1453
597,261,0.800673233954757,1455
598,261,0.800900371740394,1457
599,260,0.800142591734346,1458
600,260,0.800368091279558,1460
601,260,0.800592622097157,1462
602,260,0.800816677387912,1464
603,259,0.80004814259687,1465
604,259,0.800270579226805,1467
605,259,0.800492314391249,1469
606,259,0.800713352073521,1471
607,259,0.800933693847155,1473
608,258,0.800153577096528,1474
609,258,0.800372343614666,1476
610,258,0.800590424802411,1478
611,258,0.800807823688016,1480
612,257,0.800017002964494,1481
613,257,0.80023285418391,1483
614,257,0.800448033381286,1485
615,257,0.800662543537306,1487
616,257,0.80087638760133,1489
617,256,0.80007398757053,1490
618,256,0.80028631778604,1492
619,256,0.800497991896281,1494
620,256,0.800709012757564,1496
621,256,0.800919383263608,1498
622,255,0.80010540649943,1499
623,255,0.800314291548691,1501
624,255,0.800522535864389,1503
625,255,0.800730142243239,1505
626,255,0.80093711352158,1507
627,254,0.800111558553466,1508
628,254,0.800316989078391,1510
629,254,0.800521886724688,1512
630,254,0.800726161776692,1514
631,254,0.80092981698867,1516
632,253,0.800092663660999,1517
633,253,0.800294901582836,1519
634,253,0.800496527815688,1521
635,253,0.800697544834949,1523
636,253,0.800897955105687,1525
637,252,0.800049214097955,1526
638,252,0.800248231819639,1528
639,252,0.800446651782709,1530
640,252,0.800644476384732,1532
641,252,0.800841708481953,1534
642,252,0.801038357820337,1536
643,251,0.800177320210181,1537
644,251,0.800372627851828,1539
645,251,0.800567358132273,1541
646,251,0.800761483910176,1543
647,251,0.800955052701802,1545
648,250,0.800082466668326,1546
649,250,0.800274699897657,1548
650,250,0.800466357532605,1550
651,250,0.800657465425479,1552
652,250,0.800848037709072,1554
653,250,0.801038080364836,1556
654,249,0.800153098966939,1557
655,249,0.800341794658271,1559
656,249,0.80052994256316,1561
657,249,0.800717483039162,1563
658,249,0.80090452823818,1565
659,248,0.800008029041944,1566
660,248,0.800193810253601,1568
661,248,0.800379047750939,1570
662,248,0.800563757746016,1572
663,248,0.800747921086358,1574
664,248,0.800931550676878,1576
665,247,0.800022738175399,1577
666,247,0.800205136304214,1579
667,247,0.80038700987783,1581
668,247,0.800568360344308,1583
669,247,0.800749189901125,1585
670,247,0.800929500455254,1587
671,246,0.800008401660126,1588
672,246,0.8001875052354,1590
673,246,0.800366102268008,1592
674,246,0.800544188559403,1594
675,246,0.800721767731258,1596
676,246,0.800898877524507,1598
677,246,0.801075448964134,1600
678,245,0.800141298455328,1601
679,245,0.800316696353764,1603
680,245,0.800491598004147,1605
681,245,0.800666006349188,1607
682,245,0.800839921840815,1609
683,245,0.801013348008819,1611
684,244,0.800066981472197,1612
685,244,0.80023925967192,1614
686,244,0.800411059110034,1616
687,244,0.80058237709637,1618
688,244,0.80075321646333,1620
689,244,0.800923578856402,1622
690,244,0.801093460293859,1624
691,243,0.800134159920534,1625
692,243,0.800302926987572,1627
693,243,0.800471229829247,1629
694,243,0.800639065944898,1631
695,243,0.800806440548619,1633
696,243,0.800973355049579,1635
697,242,0.800001755795175,1636
698,242,0.800167577075567,1638
699,242,0.80033294796547,1640
700,242,0.800497867329056,1642
701,242,0.800662328293759,1644
702,242,0.800826325827152,1646
703,242,0.800989882623552,1648
704,241,0.800005362095693,1649
705,241,0.800167859375659,1651
706,241,0.800329915924951,1653
707,241,0.800491530262204,1655
708,241,0.800652705268599,1657
709,241,0.800813442454619,1659
710,241,0.80097374291635,1661
711,241,0.801133624966218,1663
712,240,0.80013560228376,1664
713,240,0.800294445571586,1666
714,240,0.800452812542368,1668
715,240,0.800610797620219,1670
716,240,0.800768356726574,1672
717,240,0.800925500765441,1674
718,240,0.801082207360586,1676
719,239,0.800071274812561,1677
720,239,0.800226989204491,1679
721,239,0.800382286444883,1681
722,239,0.800537168461431,1683
723,239,0.80069163947208,1685
724,239,0.800845696655508,1687
725,239,0.800999344837351,1689
726,239,0.80115258413365,1691
727,238,0.800128188543025,1692
728,238,0.800280458756548,1694
729,238,0.800432324060406,1696
730,238,0.80058378992612,1698
731,238,0.800734856411123,1700
732,238,0.800885523739448,1702
733,238,0.801035812464431,1704
734,238,0.801185687335091,1706
735,237,0.800147830793283,1707
736,237,0.800296767270714,1709
737,237,0.800445308944928,1711
738,237,0.800593465302071,1713
739,237,0.800741237306886,1715
740,237,0.800888620283299,1717
741,237,0.801035619582131,1719
742,237,0.801182224197166,1721
743,236,0.800130971295774,1722
744,236,0.800276651050344,1724
745,236,0.800421978675105,1726
746,236,0.800566924080095,1728
747,236,0.800711516336425,1730
748,236,0.800855715234886,1732
749,236,0.800999542604845,1734
750,236,0.801143000963484,1736
751,235,0.800078298499966,1737
752,235,0.800220867413106,1739
753,235,0.800363101225331,1741
754,235,0.800504896943243,1743
755,235,0.800646442282746,1745
756,235,0.800787549289214,1747
757,235,0.800928289468826,1749
758,235,0.801068811278055,1751
759,235,0.801209506760924,1753
760,234,0.800130259335656,1754
761,234,0.800269399964867,1756
762,234,0.800408131137804,1758
763,234,0.800546552129653,1760
764,234,0.800684652591016,1762
765,234,0.800822420199043,1764
766,234,0.80095985697514,1766
767,234,0.80109693826414,1768
768,233,0.800004884380719,1769
769,233,0.800141128193239,1771
770,233,0.800277044363591,1773
771,233,0.80041263979198,1775
772,233,0.800547935379954,1777
773,233,0.800682944979139,1779
774,233,0.800817674257461,1781
775,233,0.800951891831407,1783
776,233,0.801085962228153,1785
777,233,0.801219729669453,1787
778,232,0.800112429133024,1788
779,232,0.800245176140577,1790
780,232,0.800377565620832,1792
781,232,0.800509640958113,1794
782,232,0.800641393099343,1796
783,232,0.800772823690235,1798
784,232,0.800903912920849,1800
785,232,0.801034684850714,1802
786,232,0.801165134838893,1804
787,231,0.80004483763539,1805
788,231,0.800174511930756,1807
789,231,0.800303857719269,1809
790,231,0.800432891163658,1811
791,231,0.80056160780854,1813
792,231,0.800690019010915,1815
793,231,0.800818113741935,1817
794,231,0.800945878571059,1819
795,231,0.80107334835309,1821
796,231,0.801200500907486,1823
797,230,0.800065860592456,1824
798,230,0.800192259948824,1826
799,230,0.80031835452638,1828
800,230,0.800444149650388,1830
